LOTOCV_bladder	LOTOCV_bonemarrow	LOTOCV_brain	LOTOCV_breast	LOTOCV_colonsigmoid	LOTOCV_colontransverse	LOTOCV_heart	LOTOCV_hypothalamus	LOTOCV_kidney	LOTOCV_liver	LOTOCV_lung	LOTOCV_lymphnodes	LOTOCV_ovary	LOTOCV_pancreas	LOTOCV_prostate	LOTOCV_skin	LOTOCV_stomach	LOTOCV_testis	LOTOCV_adrenal.gland	LOTOCV_aorta	LOTOCV_spleen	LOTOCV_large.intestine	LOTOCV_small.intestine	LOTOCV_trachea	LOTOCV_thyroid	LOTOCV_uterus	full.model
chr6:8434000-8436000	0.00127586467896374	0.00623496313385195	0.0113362314014748	0	0.00820559790281885	0.0163861612980539	0.015225916479933	0.00383496416482534	0	0.0128364863236047	0	0.0149881368635567	0	0.0247667014548884	0.0293817503380486	0.0240778073858205	0.0422525954083271	0.0242794457701155	0.0179643925870356	0.0171842562604046	0.0201838789263472	0.0108100047567385	0.0155552751217529	0.0138176417583823	0.0128932852058491	0.00673851256838253	0.0188535671412526
chr6:9398000-9400000	0	0	0	0	0	0	0.00888822709441559	0	0.00433907940425171	0	0	0	0	0	0.00411485254759753	0	0	0	0	0	0	0	0	0	0	0	0
chr6:9402000-9404000	0	0	0.00123798644954234	0	0	0	0	0	0.00522574991784886	0	0	0	0.00782147396681073	0.00343230141993733	0.00840550669740083	0	0	0	7.42759838009702e-05	0	0	0.00562161475311185	0	0.00373484044954875	0	0	0.000168441004849309
chr6:18980000-18982000	0	0	0	0	0	0	0	0	0	0	-0.0103764015997064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:31188000-31190000	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00735471608432412	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:32810000-32812000	0	-0.0223551099438869	-0.0185447419526018	-0.0670652845996023	-0.00584104536619451	-0.0225874832282522	-0.025732287566863	-0.0152176956489332	-0.0231723219053276	-0.0264387773467023	-0.054038202589006	-0.0434933843479421	-0.0524963011983222	-0.0241725349393441	-0.0272608876976988	-0.0434941777402683	-0.0501409583419568	-0.0242001855782421	-0.0282882679977661	-0.0265227890464579	-0.025335958194095	-0.0210636682009682	-0.0276566070169888	-0.0253029537894367	-0.0252113975000549	-0.0299985637733074	-0.027492799464069
chr6:33060000-33062000	0.00352525764163507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:35792000-35794000	0	0	0.00465092379958277	0.00094117333079241	0	0	0	0.00906970113390114	0	0	0	0	0	0.0106321553638685	0	0.00129959636659279	0	0	0	0	0	0.00241712904118467	0.00160006699621101	0	0.000403729569738816	0	0
chr6:40968000-40970000	0.000878918746883131	0	0	0	0	0	0	0	0	0	0.00555977149166169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6:41374000-41376000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00074378541128389	0	0	0	0	0	0	0	0	0	0	0
chr6:134200000-134202000	0	0	0	0	-0.00367254301527871	0	0	0	0	0	0	0	0	0	0	-0.000648621717905232	0	0	0	0	0	0	-0.00479441421065336	0	0	0	0
chr6:157280000-157282000	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00203082048553488	0	0	0.0078153580634634	0	0	0	0	0	0	0	0	0	0
chr6:158240000-158242000	0	0.0331042950651755	0.0344935759179387	0.0149911098289639	0.0410404747557535	0.0400647868059326	0.0450515991888859	0.0366510428708551	0.0435500810232257	0.0302243802928062	0.0460513072200691	0.0578672112631385	0.0390308031423667	0.0323025347091658	0.0377145869784201	0.0455785110154861	0.0258494602389961	0.0235656339956908	0.039531043576478	0.0383281358824186	0.0381589469828925	0.0388022647863363	0.0370478811771241	0.0362602847414059	0.0372572765991335	0.0415454665596651	0.0391663875995973
chr6:160634000-160636000	0	0	0	-0.00473382430651807	0	0	0	0	0	-0.013344545182423	0	0	0	0	0	0	-0.0111923082455609	-0.000144242319033218	0	0	0	0	0	0	0	0	0
chr7:1038000-1040000	0.00632883499292902	0.042027713251566	0.0183408008699614	0.0315695598660229	0.0334437687320754	0.0353351061536958	0.0324056376532675	0.0178261404294676	0.0213494976671587	0.0390854471054517	0.0413799101054744	0.0298939377043227	0.00411591438784895	0.0315716767938568	0.0279340271274049	0.0248551662029937	0.028236039969173	0.0174758936949695	0.0359310591154987	0.0359359648433571	0.0390342331848278	0.0343366721308928	0.0388509099885381	0.038841825195923	0.0328812665468644	0.0357343575641371	0.0358340158775405
chr7:25670000-25672000	0	0	0	0	0	0	0	-0.000187002611904757	-0.00329605372141253	0	0	0	0	0	0	-0.00626517940016189	0	0	0	0	0	0	0	0	0	0	0
chr7:27142000-27144000	0	0	0.00530283777613055	0	0	0	0	0	0	0	0.00332136662794951	0	0.00774799172269118	0	0	0	0	0	0	0	0	0.00114266352884735	0	0	0	0	0
chr7:68230000-68232000	0	0	0	0	-0.0264064534692309	-0.00637709709431899	-0.00212214160034165	-0.0142221122337548	-0.0147465696862266	0	-0.0146739999498549	-0.0143775007491498	0	-0.00965396554451428	-0.00936814186115404	0	0	0	-0.0107323353176118	-0.0123283547867923	-0.0127766990231786	-0.0103739749709136	-0.0220233342207642	-0.0078933456062963	-0.0124159794036015	0	-0.0119299458647078
chr7:74414000-74416000	0	0	0.00174166270570183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:77076000-77078000	0	0	-0.0071957141215352	-0.00763226710730799	0	-0.00957211798821632	-0.013604018775701	0	0	-0.00178416530202945	0	-0.00793134609291421	0	-0.000202752407847093	0	-0.000458086211551738	0	0	-0.00139119430757193	-0.000545278628480731	-0.00190151131138991	-0.00964404157850618	-0.00496696696537542	-0.004482046242312	-0.000888218341373653	0	-0.00162885582598392
chr7:77094000-77096000	0	0	0	-0.0220870230855231	0	0	0	0	0	0	0	0	0	0	-0.00173557549629514	0	0	0	0	0	0	0	0	0	0	0	0
chr7:95504000-95506000	0	0.000741504870129927	0	0.0182283229514212	0.0176727595697425	0.0185980583198868	0.0122192402816558	0.00874918965376395	0.0205490326983267	0.0136090166411108	0.0103848880934227	0.00740601940158225	0.0147384364325802	0.0106950953967693	0.0069107264461769	0.0166400040387953	0	0	0.0131368779887099	0.00966188660856267	0.00796976950092952	0.0117093589795796	0.0139093635253811	0.0126341889721359	0.0114016316886889	0.0155983886566208	0.011628317535071
chr7:140488000-140490000	0	-0.00989363137960661	-0.0204443055994033	0	0	0	0	0	0	0	-0.012899704125988	0	0	-0.00131687155376749	-0.000904650124258068	-0.00332992524343481	0	-0.0120049188258946	0	0	0	0	0	0	0	0	0
chr7:142474000-142476000	0	-0.01348499714399	-0.00821731129104542	0	-0.00423149771116856	-0.00840591435504729	0	-0.0192461110059712	0	0	0	0	0	0	0	0	0	0	-0.00486319155220022	-0.00443806192389828	-0.00122113533990648	-0.0119497662856881	-0.00290094670804064	-0.00147107741209837	-0.00323397059087175	-0.0099381334016675	-0.00512115772981568
chr7:144256000-144258000	0	0.00109558223746073	0	0.00779059773136994	0.000979211390607909	0.00581585560209459	0.0123418527776203	0.0202979054483294	0	0.00373327305920508	0	0	0.0335492535658423	0	0.00607045139249437	0	0	0.0119257947009642	0.00219074303002172	0.000167266999741362	0.00325128205306434	0.00369826786039833	0.00719819140635813	0	0.00328857697623064	0.00931800726938685	0.00173788372342558
chr7:150972000-150974000	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000460227503652554	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7:155166000-155168000	0	0	0	0.000993052279958855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8:388000-390000	0	-0.00516054539686462	-0.00232863056379129	0	0	-0.0250146245095206	0	-0.0212510541525011	-0.00439051596109612	-0.00120272064346774	0	0	0	0	-0.00699654615460909	0	0	-0.0219119444324192	0	0	-0.000240672608534422	0	-0.000119694900789033	-0.000564464124385962	-0.00797132961400921	-1.78540153489903e-05	0
chr8:7916000-7918000	0.0518009114033851	0.0155567233235434	0.020117032525013	0	0.0164844197707818	0.0148019956468919	0.0143282007039513	0.00430313197421848	0.0192601192020777	0.0270319810150705	0.00788133991041785	0.0259843427912566	0.00369943915539637	0.0149233748164282	0.0124851509176798	0	0.0401124512045542	0	0.0196032270807286	0.0195694518811258	0.0176460778323313	0.0237243642783654	0.0129510952564003	0.0213659867767928	0.0189069003810726	0.0160107753829002	0.0198850881961171
chr8:12648000-12650000	0	0	-0.0100311130630711	0	0	-0.00223851278281514	0	0	0	0	-0.0232637143288055	0	0	-0.00893502312489415	0	0	0	0	0	0	0	-0.0158836020846476	0	-0.0029393707669464	0	0	0
chr8:12658000-12660000	-0.00394097189409487	-0.0100012256928199	-0.00690067237660809	-0.00204738134129017	-0.00365512918968987	-0.00452459797203795	-0.00234758530003291	-0.0091429344478102	0	-0.0219659170237118	-0.00470840724734572	0	0	-0.0116666453312207	0	0	-0.0110165382140887	0	-0.00149330823358854	-0.000410754085493736	-0.00282346600618152	-0.00577917930094324	-0.00419446198392159	0	0	-0.00287627984023522	-0.00137320919633626
chr8:15572000-15574000	0	-0.0212719227540049	-0.0168810674788072	0	-0.00841018399554309	0	-0.0163860526030145	-0.00273761161899292	-0.0164281167358512	-0.00137466044036777	0	-0.0161787391117356	0	0	-0.0172373013661069	-0.00760285992742133	-0.00872871697961578	-0.00948261423485813	-0.00588040457674756	-0.0106652966600634	-0.00109844621396336	-0.0132332923918564	-0.0114142637013845	-0.0130026973424353	-0.00371885616634327	-0.00432819675047759	-0.00654022064350663
chr8:16536000-16538000	0	0	0	0	0	0	0.000134686732190819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8:20274000-20276000	0	0	0	0	0	0	-0.00334919309791994	-0.0159656065790502	0	0	-0.000522794778898645	0	0	-0.00254803782165595	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8:25210000-25212000	-0.0433998722884103	-0.0600354629743694	-0.0462751498564418	-0.0529394353623542	-0.0390730490772009	-0.0402691413924776	-0.0505767910267848	-0.0514447526353149	-0.0490556620679435	-0.0581108766475485	-0.0437663343199283	-0.0507796885439381	-0.0691598506020672	-0.0517683281238925	-0.0491371988308426	-0.0552880990417217	-0.0404002231047261	-0.0833409768768233	-0.0526252506841605	-0.0541280317889425	-0.0558532657494937	-0.0488207099828662	-0.0562573171452953	-0.0550153516688325	-0.0526138552126988	-0.0542748574660841	-0.0530213431912551
chr8:27594000-27596000	-0.00489346420447692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8:30746000-30748000	0.0377243586394681	0.0682231801022947	0.0559893488330152	0.0776079606355379	0.0622694429256263	0.0612862673265963	0.0637949162349494	0.0542136212668208	0.0429007235686459	0.0720151575240535	0.0709299688465136	0.0639798679064604	0.0465296981693178	0.0570485267235735	0.0635230546434077	0.054884301124734	0.033420630086895	0.070752711644	0.0624907100838078	0.0642088193793938	0.0674987527449309	0.0566549137705879	0.0721312723110824	0.0653444812837504	0.0622275742027927	0.0539481107676232	0.0628833597766938
chr8:38078000-38080000	0.00089314732762121	0.00091567785251393	0	0	0	0	0	0	0	0	0	0.0107888134720872	0.0171651984977256	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8:38788000-38790000	0	0	0	0	0	0	0	0	0	0	0.00470134197837696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00262614212609892	0
chr8:40920000-40922000	0.0188916650635761	0.0208657732443009	0.0431576636564486	0.0265039014573579	0.0423820270473776	0.0364298403198667	0.0338635184310373	0.0151379325378262	0.0471693479991179	0.0244620199491054	0.0223934100612257	0.0347036074676879	0.0598061163210351	0.0243850311570466	0.0421248675179646	0.0490457993504918	0.0472654039938514	0.0179942624374182	0.0333926024461412	0.0347207728422518	0.0389493429638981	0.0390054410434699	0.0368820578890403	0.0344786202483904	0.0317208436349634	0.0203831968081177	0.0339415732435436
chr8:41896000-41898000	0	0	0	0	0	0	0	0	0	0	0.00500113178173231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8:42520000-42522000	0	-0.0141845950874117	-0.000899661468214067	0	-0.0089625636466683	-0.00390694589048131	-0.00886141637887638	0	-0.0149476606527282	-0.018375578551271	-0.00144081382295478	-0.00470749239206867	0	-0.0050624659537754	-0.0191830250218176	-0.0271588812349475	0	0	-0.0134237729807095	-0.013357739656554	-0.0135899791597014	-0.0173834238086312	-0.0156587696677359	-0.0168427261580537	-0.0183616787498154	0	-0.0135871022533838
chr8:96268000-96270000	-0.00490311206181383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00088403670908632	0	0	0	0	0
chr8:126556000-126558000	0.0022233761833576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8:144202000-144204000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000383528049582454	0
chr9:2426000-2428000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00599879351904322	0	0	0	0	0	0	0	0	0	0
chr9:2810000-2812000	0	0	0	0	0	-0.00467662440006492	0	0	-0.000134233624243087	-0.00181126976360183	-0.00535053093670507	-0.000354571096973002	0	0	0	0	0	-0.00941730741958581	0	0	0	0	0	-0.000685879115608807	0	0	0
chr9:6702000-6704000	0.00761004885272935	0	0	0	0.00729476956593418	0.000480230335560849	0	0	0.00269789016651767	0.000443447366048294	0	0	0	0.0178086511538667	0	0.0298075905844224	0.0307543730782786	0.00671726114570623	0.00251656739314501	0.00435462499136473	0.000877494731965558	0.00894225819588387	0	0.000582329833666302	0.00682940477791459	0.00437933341201597	0.00297025287031206
chr9:14308000-14310000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.014703406065597	0	0	0	0	0	0	0	0	0	0	0
chr9:18482000-18484000	0	0.00161599222738625	0.00230322767168308	0	0	0	0	0	0	0	0	0	0.00237467543635194	0.00113500566830819	0	0	0	0	0	0	0	0.00136876326176532	0.00100112104181844	0.00239686264656495	0	0	0
chr9:77534000-77536000	0	0	-0.00280356325208297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9:82596000-82598000	-0.00715655947672832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9:87370000-87372000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0121098322873292	0	0	0	0	0	0	0	0	0	0
chr9:114894000-114896000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00104486683531801	0	0	0	-0.00530467419938074	0	0	0	0	0
chr9:117206000-117208000	0	0	0	0	0	0	0	0	0	0	0	0	-0.000901164140729751	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9:137150000-137152000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131321826934729	0
chr10:3428000-3430000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000261893334854923	0	0	0	0	0	0	0	0	0	0	0
chr10:4248000-4250000	0	0	-0.0100585537175409	0	-5.6241616226504e-05	0	-0.001130831127961	0	0	0	0	0	0	0	0	0	0	-0.0332575899922306	0	0	0	0	0	0	0	0	0
chr10:14056000-14058000	0	0	0	-0.00914286716020736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:17194000-17196000	0	0	0	0	0	0	0	-0.00248211672131117	-0.000119141921990993	0	0	0	0	0	0	0	0	0	0	0	0	-0.00422026384707739	-0.00262323598296092	0	0	0	0
chr10:22536000-22538000	0.00435293390967588	0	0	0	0	0	0	0	0.0214641687507725	0.00565651214882057	0	0.0011359025530668	0	0	0.00239937435828065	0	0.0133681479053539	0	0.000861557070349338	0.000482531540339941	0.0014354861191179	0	0.00757034025200183	0	0.0026928671190723	0.00756572873573975	0.00110423376017374
chr10:44788000-44790000	-0.0292214146734843	0	0	-0.0359464533766239	-0.00205844366461096	0	0	-0.000301284279307414	0	0	0	-0.00942876513169359	0	-0.004550599387733	0	-0.0116726518145576	0	0	0	0	0	0	0	0	-0.00104449334353075	0	0
chr10:79706000-79708000	0	0.0146242560415188	0.0196935541153556	0.0298218199057035	0.0235211240443299	0.0372735842441928	0.0339724872522026	0.0183494241111542	0.0134529611834425	0	0.00205148627064133	0.00414831740323742	0.0540954762486282	0.00943741774168247	0.0238073975849776	0.0259295478612945	0.0229647914578018	0.0087720111216246	0.0172848395370623	0.0165839539122688	0.0156515851814491	0.00870461133048176	0.0132453734900396	0.0153109386798401	0.0174434229628014	0.00834830344371454	0.0162184491571807
chr10:79708000-79710000	0	0.043404350347252	0.0371448317932227	0.0155553055952188	0.0187847848489403	0.0312307558111458	0.0105264002312947	0.0245193764771361	0.0340024743428805	0.044288267812758	0.0503870567812304	0.0252398431932689	0.0403901801826712	0.0181709560219964	0.0353904161936508	0.0387534004185347	0.0367867230014973	0.0497467820335895	0.0291209191359931	0.0311066084192342	0.0325786642946731	0.0300636252648592	0.0241618965186345	0.0265092404178753	0.0292886895343675	0.0334970679412016	0.0306995118439091
chr10:93282000-93284000	0	-0.00567745880016889	-0.0289595276107242	0	-0.0174754825312649	-0.0120408730392408	-0.0114353239839888	-0.00362600322489049	-0.0202632290482172	-0.00457904878236633	-0.00166500272423394	-0.00272671327720305	-0.00868642420178796	-0.00197361853523885	-0.00412022739927863	0	-0.0170436278791519	-0.0196801879003255	-0.00723743645116871	-0.00722815335175491	-0.00654262268572814	-0.00307478899750336	-0.0110716299341378	-0.00696176889673517	-0.0103058306024958	-0.012751028396379	-0.0076712456811624
chr10:97882000-97884000	0	0	0	0	0	0	0	0	0	0	0	0	0.000375485379110208	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:112352000-112354000	0.00180287159390213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:122584000-122586000	0	-0.00362893363309832	-0.014257355949901	-0.0237280960300613	-0.0453076175224483	-0.0109769821299692	0	-0.0129838156106317	-0.0303232753030068	-0.00880338661052608	0	-0.0246912711328829	-0.0089171917677431	-0.0026537323193762	-0.00419734097554924	0	0	0	-0.0182824842946462	-0.0171750780695922	-0.0181281944754733	-0.0169275144202342	-0.0106700584512156	-0.0211898117246787	-0.0213592816628418	-0.000132480869353672	-0.0186029887725253
chr10:122590000-122592000	-0.0559295596138606	0	-0.00205675582252507	0	-0.000680799163743891	-0.0127578430956984	-0.016315610006607	-0.0132016003905064	-0.0224209357955979	0	0	-0.00383182338444673	-0.00199170019639645	-0.0322579672727766	-0.0174527122490596	0	0	-0.0207090196941276	-0.00900668121779595	-0.0120635796207407	-0.00960821930493737	-0.0116162052427523	-0.00734278922660926	-0.00825930122794831	-0.00526403920313613	-0.0154298254882457	-0.00908898626661004
chr10:123962000-123964000	0	-0.00727897787910374	0	0	-0.0140064564604211	0	0	0	0	0	-0.00466028799603119	-0.00834477024076069	0	-0.022516609347472	-0.0116740560432977	0	0	0	-0.00443721510513376	-0.00354014454177897	0	-0.00520521577140904	-0.00314821037554517	-0.00352746935940046	-0.00410747025116991	0	-0.00292295180750356
chr10:126280000-126282000	0	0	0	0	0	0	0	-0.00389158663102563	-0.0123208129950773	-0.0055088566862127	-0.00516212077792418	0	0	0	0	0	0	-0.0232729105544458	0	0	-0.00132456229545479	0	-0.003637444107811	-0.00486847363329847	-0.00239434963898105	0	-0.000411737465151776
chr10:126288000-126290000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00578491774447258	0	0	0	0	0	0	0	0	0	0	0
chr10:126334000-126336000	-0.00365440480874206	-0.00428200832083812	0	0	-0.00197752053167994	0	0	-0.00435866802638702	0	0	0	-0.0149034273285977	0	-0.00420044568973239	0	0	0	-0.0203623885395811	0	0	-0.00328907305289553	0	-0.000867792173571999	0	0	-0.008988068562697	0
chr10:126392000-126394000	-0.0122280774209622	0	0	0	0	0	0	0	-0.000165233647653632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10:126402000-126404000	0	-0.0159517676385636	0	0	-0.0103562935785147	-0.00895572629570545	0	0	-0.000243276011695375	0	0	-0.000472968524757824	-0.0420215206445925	-0.0233431553336798	-0.0138298030733053	0	0	-0.000231187910750129	-0.00767639666537579	-0.00915998726308285	-0.000167047314078947	-0.00621856412236769	-0.0105721489812002	-0.00804373897602267	-0.0100045789776907	0	-0.00765720536105289
chr10:131918000-131920000	-0.0993781415424548	-0.0717766765190817	-0.0889956013378965	-0.0441676722280055	-0.0637861698053396	-0.0870033489326701	-0.0851567060238227	-0.0824576161469165	-0.0805278770986778	-0.0531323241780259	-0.0909163430321527	-0.0960887260545501	-0.0814372006080743	-0.0814313751615261	-0.0878189328013117	-0.0637329555990506	-0.116082713680026	-0.0588340609973394	-0.0779174533706851	-0.0797594444195844	-0.075636798317583	-0.0767769644723902	-0.076386971509398	-0.076714130508907	-0.0788865039442782	-0.080541422962343	-0.0784792997429793
chr11:308000-310000	-0.00038128459854136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:1160000-1162000	0.017133128705213	0.0353206230633406	0.0111408653678637	0.0394060924041479	0.0182196455145096	0.0105194784691204	0.0244478070983803	0.0328158611620889	0.0190298509285639	0.0248911192713696	0.0338820134652121	0.0338532791997048	0.0304889467871559	0.0290686139755678	0.0244788460382354	0.0292291854850927	0	0.0354917518220517	0.0246256885479957	0.0247148777302307	0.0226063054033954	0.022360353158498	0.0265224085229112	0.0219144238294157	0.0271270843094031	0.0207311036915355	0.024813050592126
chr11:1890000-1892000	0	0	0	0.0403952326166644	0.0106553826799337	0	0.0241909623369897	0.0154857201584478	0.00490508634047049	0.0361891108306993	0	0.0195079479646342	0.0242210338527296	0.0310429417648816	0.0113075022605306	0	0.0284075168575805	0.0153512050150701	0.0196553954883483	0.017445917605675	0.0207590417379703	0.0202095192929728	0.0121959181859768	0.0217403359342197	0.0175435253134411	0.0216059048638907	0.0195054166427247
chr11:2732000-2734000	-0.00102068888625279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:9002000-9004000	0.0199402595148442	0.0510570009041505	0.0787406942303563	0.0756444226692812	0.0373900096282688	0.0590557924775358	0.0662262713445345	0.0511509784623147	0.0474078140961032	0.0977481202763612	0.0536048905321549	0.054302484085705	0.0631715667202341	0.0806799344513921	0.0525719147575006	0.0300337952621303	0.0301136337614032	0.0573390031093065	0.0617495980045678	0.0616755923836408	0.058090738548664	0.0740121810863814	0.0651342563109661	0.0610834043551997	0.0667606332335045	0.060353404272373	0.0615253208209752
chr11:9504000-9506000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000663614563654673	0	0	0	0	0	0	0	0	0
chr11:14326000-14328000	0.0111424675205178	0.0330643784199988	0.0205966373284397	0.00903115925735762	0.0251337618350753	0.0148608783972386	0.0386361621557901	0.0341738307019244	0.0125120732413386	0.0419185296864075	0.0168673578251083	0.0226117682345038	0.0475249306193073	0.00756790938153736	0.0185009220206592	0.0545131667853843	0.0125692061360155	0.0374612572693426	0.0302493816079556	0.0313554102559389	0.028496719228162	0.0160478182322917	0.035199962217464	0.030130832732176	0.0309902215432354	0.0335633089864467	0.0292210959392879
chr11:20862000-20864000	0	0	0	0.0087601687078417	0	0	0.000113069479225107	0	0	0	0.0020763501803584	0	0	0	0	0.0190885993894393	0	0.00273474776635183	0	0	0	0	0.00370533230564289	0	0	0	0
chr11:61202000-61204000	0	0	0	0	0	0	0	0	-9.89754020132551e-05	-0.00580393553354364	0	0	-0.0226847973659698	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:68300000-68302000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00421709528670168	0	-0.00150040231460427	0	0	0	0	0	0	0	0	0
chr11:117862000-117864000	0	0	0	0	0	0	0	0	0	0	-0.0123811595100139	-0.000628851944892283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:120096000-120098000	-0.00166461845524036	0	0	0	0	0	0	0	-0.00205746171332963	0	0	0	0	-0.0076323397849975	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:121700000-121702000	-0.00494786799533051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11:122672000-122674000	0	-0.00133321403867555	-0.011257712367434	0	-0.00361346274445385	-0.000636443616275155	0	-0.00132715279128729	-0.00239483585867382	-0.0146799420719407	0	-0.00655001607275831	-0.0138322184064343	-0.0102653875448024	-0.0256673247246281	0	-0.00479556789422083	0	-0.0106706065607338	-0.0117720249871921	-0.00675623699350857	-0.0123552598529725	-0.00724486970859428	-0.0127051780627935	-0.0104335432604668	-0.0119374921987742	-0.0106839944829145
chr12:530000-532000	0.00994488436367746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12:7934000-7936000	0	9.06668522095071e-05	0	0	0	0	0	0	0	0	0	0	0.0145924482852228	0	0	0	0.00796981498886361	0	0	0	0	0	0	0	0	0	0
chr12:8222000-8224000	0.0489649086383202	0.0275805345940755	0.00808891437650036	0	0.0215520257084582	0.00656215675401792	0.0127187795051311	0.0223076709555398	0.0210997539332384	0.00648758853190134	0	0.00736644153927163	0.0298955420135464	0.0147859433337603	0.0138533326848399	0	0.0384680533595689	0.0164367112602237	0.0104518535048553	0.0128560818263853	0.0085104064923695	0.0136293604152635	0.0163659839571628	0.0125265913022097	0.00882466240586213	0.0109602805794479	0.0121843169770976
chr12:11070000-11072000	0	0	0	0	0	0	0	0	0	0	0	0	-0.00333876252393202	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12:11072000-11074000	-0.0324510346813329	-0.0388136318804227	-0.0469977251328239	-0.0364404248313136	-0.0450425991342248	-0.0459130729380014	-0.0545847542280523	-0.0464889468752937	-0.0465657518717819	-0.0490401707820914	-0.0589284835021646	-0.0319214096538956	-0.0220323283268742	-0.0470642969255969	-0.0387431693195192	-0.0384050665081166	-0.0267031317183465	0	-0.0472960205721793	-0.0456714313176499	-0.050388268082047	-0.0332881781940422	-0.0455124629762438	-0.0477737574464264	-0.0450837788874222	-0.0498504377916032	-0.0460866525868439
chr12:11088000-11090000	-0.000837044416005161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12:11092000-11094000	-0.0238992641798827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12:27706000-27708000	0.00915592000917487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000959035258203649	0	0	0	0	0
chr12:31104000-31106000	0	0	0	0.0130070186168514	0	0	0	0	0	0	0	0	0	0	0	0.00521129524616268	0	0.0120242845661639	0	0	0	0	0	0	0	0	0
chr12:31118000-31120000	0	0.00574826596909119	0	0	0	0	0	0	0	0	0	0	0.013856369016041	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12:31804000-31806000	0	0	-0.000173901114475539	0	-0.00497038329795757	0	0	0	0	0	-0.00508493282041011	-0.0121476722947826	0	-0.0112719026490346	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12:54110000-54112000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0106304868706999	0	0	0	0	0	0	0	0	0	0	0
